Job name        : synthetic-superadditive
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 150
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [SUPERADDITIVE]
[Benchmark] session started

[    1] EDF [score: 3619.208740234375, median singleton score: 23.4786376953125, visited nodes (%): 100.0, solving time (ms): 23.0, median approximation score: 0.6875000298023224]
[    9] ANT-e [score: 5471.0361328125, median singleton score: 30.5463809967041, visited nodes (%): 99.33333587646484, solving time (ms): 9180.0, median approximation score: 0.0]
[   10] EDF [score: 3450.7392578125, median singleton score: 21.301372528076172, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6470588147640228]
[   10] BNT [score: 5428.89892578125, median singleton score: 31.33443260192871, visited nodes (%): 100.0, solving time (ms): 198.0, median approximation score: 1.0]
[   10] CTS [score: 6639.67138671875, median singleton score: 41.942779541015625, visited nodes (%): 100.0, solving time (ms): 107.0, median approximation score: 1.0]
[   10] ANT-e [score: 5474.4150390625, median singleton score: 30.53073501586914, visited nodes (%): 99.33333587646484, solving time (ms): 281.0, median approximation score: 0.0]
[   11] EDF [score: 3367.23828125, median singleton score: 22.271995544433594, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6799429953098297]
[   11] BNT [score: 5421.85791015625, median singleton score: 31.15261459350586, visited nodes (%): 99.33333587646484, solving time (ms): 204.0, median approximation score: 1.0]
[   11] CTS [score: 6288.669921875, median singleton score: 41.31561279296875, visited nodes (%): 98.66667175292969, solving time (ms): 114.0, median approximation score: 1.0]
[   11] ANT-e [score: 5324.1123046875, median singleton score: 28.1862850189209, visited nodes (%): 98.66667175292969, solving time (ms): 6074.0, median approximation score: 0.0]
[   12] EDF [score: 3315.982666015625, median singleton score: 20.878952026367188, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6132478713989258]
[   12] BNT [score: 5319.73583984375, median singleton score: 30.92270278930664, visited nodes (%): 100.0, solving time (ms): 201.0, median approximation score: 1.0]
[   12] CTS [score: 6398.70361328125, median singleton score: 40.949527740478516, visited nodes (%): 99.33333587646484, solving time (ms): 110.0, median approximation score: 1.0]
[   12] ANT-e [score: 5530.31689453125, median singleton score: 32.40462875366211, visited nodes (%): 100.0, solving time (ms): 8331.0, median approximation score: 0.0]
[   13] EDF [score: 3446.960693359375, median singleton score: 21.755002975463867, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.622844785451889]
[   13] BNT [score: 5579.03466796875, median singleton score: 31.449533462524414, visited nodes (%): 99.33333587646484, solving time (ms): 206.0, median approximation score: 1.0]
[   13] CTS [score: 6627.97900390625, median singleton score: 43.41226577758789, visited nodes (%): 99.33333587646484, solving time (ms): 116.0, median approximation score: 1.0]
[   13] ANT-e [score: 5564.857421875, median singleton score: 29.73645782470703, visited nodes (%): 99.33333587646484, solving time (ms): 8774.0, median approximation score: 0.0]
[   14] EDF [score: 3590.63330078125, median singleton score: 23.734817504882812, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6666665375232697]
[   14] BNT [score: 5591.21337890625, median singleton score: 32.18110275268555, visited nodes (%): 99.33333587646484, solving time (ms): 179.0, median approximation score: 1.0]
[   14] CTS [score: 6539.91943359375, median singleton score: 42.0855827331543, visited nodes (%): 99.33333587646484, solving time (ms): 117.0, median approximation score: 1.0]
[   14] ANT-e [score: 5650.24072265625, median singleton score: 33.268798828125, visited nodes (%): 98.66667175292969, solving time (ms): 2005.0, median approximation score: 0.0]
[   15] EDF [score: 3645.92236328125, median singleton score: 22.41086196899414, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.63809534907341]
[   15] BNT [score: 5711.9609375, median singleton score: 31.50137710571289, visited nodes (%): 98.66667175292969, solving time (ms): 199.0, median approximation score: 1.0]
[   15] CTS [score: 6705.5234375, median singleton score: 43.12760925292969, visited nodes (%): 99.33333587646484, solving time (ms): 121.0, median approximation score: 1.0]
[   15] ANT-e [score: 5785.5068359375, median singleton score: 33.40190124511719, visited nodes (%): 99.33333587646484, solving time (ms): 8479.0, median approximation score: 0.0]
[   16] EDF [score: 3423.04736328125, median singleton score: 22.025712966918945, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6666666269302368]
[   16] BNT [score: 5335.255859375, median singleton score: 28.600515365600586, visited nodes (%): 98.66667175292969, solving time (ms): 201.0, median approximation score: 1.0]
[   16] CTS [score: 6449.40478515625, median singleton score: 42.26316452026367, visited nodes (%): 98.0, solving time (ms): 116.0, median approximation score: 1.0]
[   16] ANT-e [score: 5380.3984375, median singleton score: 29.073129653930664, visited nodes (%): 97.33333587646484, solving time (ms): 8695.0, median approximation score: 0.0]
[   17] EDF [score: 3632.3740234375, median singleton score: 23.8653621673584, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.660256415605545]
[   17] BNT [score: 5561.82373046875, median singleton score: 34.219520568847656, visited nodes (%): 100.0, solving time (ms): 195.0, median approximation score: 1.0]
[   17] CTS [score: 6599.9013671875, median singleton score: 43.43156051635742, visited nodes (%): 99.33333587646484, solving time (ms): 116.0, median approximation score: 1.0]
[   17] ANT-e [score: 5614.009765625, median singleton score: 34.83989715576172, visited nodes (%): 99.33333587646484, solving time (ms): 8272.0, median approximation score: 0.0]
[   18] EDF [score: 3465.8837890625, median singleton score: 22.50992774963379, visited nodes (%): 98.66667175292969, solving time (ms): 3.0, median approximation score: 0.6470586657524109]
[   18] BNT [score: 5447.53857421875, median singleton score: 31.92774200439453, visited nodes (%): 98.66667175292969, solving time (ms): 185.0, median approximation score: 1.0]
[   18] CTS [score: 6381.6025390625, median singleton score: 42.219451904296875, visited nodes (%): 96.66666412353516, solving time (ms): 120.0, median approximation score: 1.0]
[   18] ANT-e [score: 5408.6416015625, median singleton score: 32.394134521484375, visited nodes (%): 97.33333587646484, solving time (ms): 8298.0, median approximation score: 0.0]
[   19] EDF [score: 3386.714111328125, median singleton score: 21.888858795166016, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6837500035762787]
[   19] BNT [score: 5359.0185546875, median singleton score: 29.198081970214844, visited nodes (%): 100.0, solving time (ms): 196.0, median approximation score: 1.0]
[   19] CTS [score: 6408.27978515625, median singleton score: 42.53932571411133, visited nodes (%): 98.0, solving time (ms): 118.0, median approximation score: 1.0]
[   19] ANT-e [score: 5246.1728515625, median singleton score: 28.73338508605957, visited nodes (%): 99.33333587646484, solving time (ms): 8518.0, median approximation score: 0.0]
[   20] EDF [score: 3433.160400390625, median singleton score: 21.684688568115234, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.5882352888584137]
[   20] BNT [score: 5643.99658203125, median singleton score: 32.80197525024414, visited nodes (%): 100.0, solving time (ms): 185.0, median approximation score: 1.0]
[   20] CTS [score: 6344.59130859375, median singleton score: 42.219276428222656, visited nodes (%): 98.0, solving time (ms): 98.0, median approximation score: 1.0]
[   20] ANT-e [score: 5783.5810546875, median singleton score: 33.69792938232422, visited nodes (%): 99.33333587646484, solving time (ms): 7920.0, median approximation score: 0.0]
[   21] EDF [score: 3490.00927734375, median singleton score: 22.476320266723633, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6449579000473022]
[   21] BNT [score: 5581.78173828125, median singleton score: 32.57123947143555, visited nodes (%): 99.33333587646484, solving time (ms): 193.0, median approximation score: 1.0]
[   21] CTS [score: 6467.1845703125, median singleton score: 44.23756790161133, visited nodes (%): 96.66666412353516, solving time (ms): 116.0, median approximation score: 1.0]
[   21] ANT-e [score: 5536.2451171875, median singleton score: 33.39759063720703, visited nodes (%): 97.33333587646484, solving time (ms): 8554.0, median approximation score: 0.0]
[   22] EDF [score: 3633.885009765625, median singleton score: 23.143861770629883, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6808149516582489]
[   22] BNT [score: 5318.1591796875, median singleton score: 31.71746826171875, visited nodes (%): 98.0, solving time (ms): 202.0, median approximation score: 1.0]
[   22] CTS [score: 6619.60400390625, median singleton score: 45.735252380371094, visited nodes (%): 97.33333587646484, solving time (ms): 120.0, median approximation score: 1.0]
[   22] ANT-e [score: 5304.37109375, median singleton score: 31.422487258911133, visited nodes (%): 98.0, solving time (ms): 9116.0, median approximation score: 0.0]
[   23] EDF [score: 3475.20947265625, median singleton score: 22.35975456237793, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6363636553287506]
[   23] BNT [score: 5615.76171875, median singleton score: 32.90168380737305, visited nodes (%): 99.33333587646484, solving time (ms): 210.0, median approximation score: 1.0]
[   23] CTS [score: 6768.64599609375, median singleton score: 44.18364715576172, visited nodes (%): 99.33333587646484, solving time (ms): 115.0, median approximation score: 1.0]
[   23] ANT-e [score: 5681.490234375, median singleton score: 31.9959716796875, visited nodes (%): 99.33333587646484, solving time (ms): 8782.0, median approximation score: 0.0]
[   24] EDF [score: 3573.7158203125, median singleton score: 22.568496704101562, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6339712142944336]
[   24] BNT [score: 5615.32177734375, median singleton score: 31.522743225097656, visited nodes (%): 99.33333587646484, solving time (ms): 191.0, median approximation score: 1.0]
[   24] CTS [score: 6629.43505859375, median singleton score: 42.1210823059082, visited nodes (%): 99.33333587646484, solving time (ms): 118.0, median approximation score: 1.0]
[   24] ANT-e [score: 5598.07666015625, median singleton score: 32.84336853027344, visited nodes (%): 99.33333587646484, solving time (ms): 8486.0, median approximation score: 0.0]
[   25] EDF [score: 3612.61279296875, median singleton score: 22.998573303222656, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.6923076808452606]
[   25] BNT [score: 5491.8798828125, median singleton score: 29.786828994750977, visited nodes (%): 100.0, solving time (ms): 223.0, median approximation score: 1.0]
[   25] CTS [score: 6776.24853515625, median singleton score: 43.685550689697266, visited nodes (%): 100.0, solving time (ms): 107.0, median approximation score: 1.0]
[   25] ANT-e [score: 5667.5556640625, median singleton score: 31.29354476928711, visited nodes (%): 100.0, solving time (ms): 9246.0, median approximation score: 0.0]
[   26] EDF [score: 3776.163330078125, median singleton score: 23.140663146972656, visited nodes (%): 98.66667175292969, solving time (ms): 3.0, median approximation score: 0.6828885674476624]
[   26] BNT [score: 5703.65380859375, median singleton score: 33.24504089355469, visited nodes (%): 98.66667175292969, solving time (ms): 195.0, median approximation score: 1.0]
[   26] CTS [score: 6853.73486328125, median singleton score: 45.10826873779297, visited nodes (%): 97.33333587646484, solving time (ms): 107.0, median approximation score: 1.0]
[   26] ANT-e [score: 5733.86865234375, median singleton score: 32.06066131591797, visited nodes (%): 97.33333587646484, solving time (ms): 8471.0, median approximation score: 0.0]
[   27] EDF [score: 3589.99560546875, median singleton score: 23.36904525756836, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6666665077209473]
[   27] BNT [score: 5545.1064453125, median singleton score: 32.536964416503906, visited nodes (%): 100.0, solving time (ms): 203.0, median approximation score: 1.0]
[   27] CTS [score: 6562.294921875, median singleton score: 43.56549072265625, visited nodes (%): 98.0, solving time (ms): 114.0, median approximation score: 1.0]
[   27] ANT-e [score: 5527.19580078125, median singleton score: 31.955562591552734, visited nodes (%): 98.0, solving time (ms): 8501.0, median approximation score: 0.0]
[   28] EDF [score: 3351.89306640625, median singleton score: 20.739669799804688, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6858552396297455]
[   28] BNT [score: 5207.6123046875, median singleton score: 29.396549224853516, visited nodes (%): 99.33333587646484, solving time (ms): 184.0, median approximation score: 1.0]
[   28] CTS [score: 5927.96826171875, median singleton score: 39.055850982666016, visited nodes (%): 96.66666412353516, solving time (ms): 113.0, median approximation score: 1.0]
[   28] ANT-e [score: 5073.52099609375, median singleton score: 28.406787872314453, visited nodes (%): 98.0, solving time (ms): 8234.0, median approximation score: 0.0]
[   29] EDF [score: 3775.114013671875, median singleton score: 24.056596755981445, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.7272727191448212]
[   29] BNT [score: 5786.83203125, median singleton score: 33.28995132446289, visited nodes (%): 100.0, solving time (ms): 192.0, median approximation score: 1.0]
[   29] CTS [score: 7006.68505859375, median singleton score: 46.73130416870117, visited nodes (%): 97.33333587646484, solving time (ms): 116.0, median approximation score: 1.0]
[   29] ANT-e [score: 5688.0517578125, median singleton score: 32.34740447998047, visited nodes (%): 99.33333587646484, solving time (ms): 8537.0, median approximation score: 0.0]
[   30] EDF [score: 3495.49072265625, median singleton score: 22.549150466918945, visited nodes (%): 99.33333587646484, solving time (ms): 4.0, median approximation score: 0.6846591532230377]
[   30] BNT [score: 5420.84375, median singleton score: 31.285245895385742, visited nodes (%): 100.0, solving time (ms): 198.0, median approximation score: 1.0]
[   30] CTS [score: 6227.2939453125, median singleton score: 40.59554672241211, visited nodes (%): 96.66666412353516, solving time (ms): 116.0, median approximation score: 1.0]
[   30] ANT-e [score: 5246.2724609375, median singleton score: 29.834888458251953, visited nodes (%): 97.33333587646484, solving time (ms): 8701.0, median approximation score: 0.0]
[   31] EDF [score: 3468.409423828125, median singleton score: 22.112783432006836, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6428570449352264]
[   31] BNT [score: 5441.4990234375, median singleton score: 32.1087760925293, visited nodes (%): 100.0, solving time (ms): 200.0, median approximation score: 1.0]
[   31] CTS [score: 6298.5146484375, median singleton score: 40.7852668762207, visited nodes (%): 98.66667175292969, solving time (ms): 119.0, median approximation score: 1.0]
[   31] ANT-e [score: 5383.83349609375, median singleton score: 33.24251174926758, visited nodes (%): 98.66667175292969, solving time (ms): 8746.0, median approximation score: 0.0]
[   32] EDF [score: 3505.78466796875, median singleton score: 23.23689079284668, visited nodes (%): 98.0, solving time (ms): 3.0, median approximation score: 0.6249999105930328]
[   32] BNT [score: 5615.71337890625, median singleton score: 33.45619201660156, visited nodes (%): 98.0, solving time (ms): 193.0, median approximation score: 1.0]
[   32] CTS [score: 6560.8076171875, median singleton score: 42.59138107299805, visited nodes (%): 98.0, solving time (ms): 115.0, median approximation score: 1.0]
[   32] ANT-e [score: 5817.04443359375, median singleton score: 34.13676071166992, visited nodes (%): 98.0, solving time (ms): 8295.0, median approximation score: 0.0]
[   33] EDF [score: 3539.394775390625, median singleton score: 22.026752471923828, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.7875941097736359]
[   33] BNT [score: 5301.6240234375, median singleton score: 30.665424346923828, visited nodes (%): 100.0, solving time (ms): 195.0, median approximation score: 1.0]
[   33] CTS [score: 6578.87109375, median singleton score: 42.444419860839844, visited nodes (%): 100.0, solving time (ms): 116.0, median approximation score: 1.0]
[   33] ANT-e [score: 5316.486328125, median singleton score: 29.759262084960938, visited nodes (%): 100.0, solving time (ms): 8772.0, median approximation score: 0.0]
[   34] EDF [score: 3596.715576171875, median singleton score: 23.79298210144043, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6470588147640228]
[   34] BNT [score: 5695.60546875, median singleton score: 31.57621192932129, visited nodes (%): 100.0, solving time (ms): 190.0, median approximation score: 1.0]
[   34] CTS [score: 6841.42138671875, median singleton score: 46.392398834228516, visited nodes (%): 100.0, solving time (ms): 119.0, median approximation score: 1.0]
[   34] ANT-e [score: 5745.09375, median singleton score: 31.934133529663086, visited nodes (%): 100.0, solving time (ms): 8376.0, median approximation score: 0.0]
[   35] EDF [score: 3552.59033203125, median singleton score: 23.239482879638672, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6261343061923981]
[   35] BNT [score: 5598.7177734375, median singleton score: 32.96772384643555, visited nodes (%): 98.66667175292969, solving time (ms): 203.0, median approximation score: 1.0]
[   35] CTS [score: 6675.322265625, median singleton score: 44.09064483642578, visited nodes (%): 98.0, solving time (ms): 127.0, median approximation score: 1.0]
[   35] ANT-e [score: 5569.54052734375, median singleton score: 33.034976959228516, visited nodes (%): 98.0, solving time (ms): 8812.0, median approximation score: 0.0]
[   36] EDF [score: 3495.732177734375, median singleton score: 21.772951126098633, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6504525244235992]
[   36] BNT [score: 5416.0478515625, median singleton score: 30.57538414001465, visited nodes (%): 100.0, solving time (ms): 198.0, median approximation score: 1.0]
[   36] CTS [score: 6515.35595703125, median singleton score: 44.27914047241211, visited nodes (%): 99.33333587646484, solving time (ms): 105.0, median approximation score: 1.0]
[   36] ANT-e [score: 5471.8662109375, median singleton score: 33.48657989501953, visited nodes (%): 100.0, solving time (ms): 8603.0, median approximation score: 0.0]
[   37] EDF [score: 3479.270751953125, median singleton score: 21.807167053222656, visited nodes (%): 98.66667175292969, solving time (ms): 3.0, median approximation score: 0.6485294103622437]
[   37] BNT [score: 5334.1005859375, median singleton score: 30.1352481842041, visited nodes (%): 98.0, solving time (ms): 194.0, median approximation score: 1.0]
[   37] CTS [score: 6391.6826171875, median singleton score: 39.928565979003906, visited nodes (%): 97.33333587646484, solving time (ms): 112.0, median approximation score: 1.0]
[   37] ANT-e [score: 5457.84375, median singleton score: 32.8919792175293, visited nodes (%): 97.33333587646484, solving time (ms): 622.0, median approximation score: 0.0]
[   38] EDF [score: 3700.45166015625, median singleton score: 23.55976104736328, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.7272727191448212]
[   38] BNT [score: 5761.79833984375, median singleton score: 31.643938064575195, visited nodes (%): 99.33333587646484, solving time (ms): 212.0, median approximation score: 1.0]
[   38] CTS [score: 6642.44140625, median singleton score: 43.28526306152344, visited nodes (%): 99.33333587646484, solving time (ms): 110.0, median approximation score: 1.0]
[   38] ANT-e [score: 5689.04443359375, median singleton score: 30.941682815551758, visited nodes (%): 98.66667175292969, solving time (ms): 8708.0, median approximation score: 0.0]
[   39] EDF [score: 3419.0078125, median singleton score: 21.726112365722656, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.6470588445663452]
[   39] BNT [score: 5343.86474609375, median singleton score: 29.073089599609375, visited nodes (%): 100.0, solving time (ms): 205.0, median approximation score: 1.0]
[   39] CTS [score: 6110.45458984375, median singleton score: 38.657745361328125, visited nodes (%): 98.66667175292969, solving time (ms): 110.0, median approximation score: 1.0]
[   39] ANT-e [score: 5394.52978515625, median singleton score: 30.38814926147461, visited nodes (%): 100.0, solving time (ms): 8416.0, median approximation score: 0.0]
[   40] EDF [score: 3841.275634765625, median singleton score: 24.770557403564453, visited nodes (%): 99.33333587646484, solving time (ms): 3.0, median approximation score: 0.6705426573753357]
[   40] BNT [score: 5920.34375, median singleton score: 35.14692687988281, visited nodes (%): 99.33333587646484, solving time (ms): 201.0, median approximation score: 1.0]
[   40] CTS [score: 7212.21533203125, median singleton score: 46.452396392822266, visited nodes (%): 100.0, solving time (ms): 119.0, median approximation score: 1.0]
[   40] ANT-e [score: 5930.27880859375, median singleton score: 35.8980598449707, visited nodes (%): 99.33333587646484, solving time (ms): 8982.0, median approximation score: 0.0]
[   41] EDF [score: 3456.00732421875, median singleton score: 21.94072151184082, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6666667759418488]
[   41] BNT [score: 5341.90283203125, median singleton score: 29.2529354095459, visited nodes (%): 100.0, solving time (ms): 212.0, median approximation score: 1.0]
[   41] CTS [score: 6677.21923828125, median singleton score: 44.00439453125, visited nodes (%): 99.33333587646484, solving time (ms): 104.0, median approximation score: 1.0]
[   41] ANT-e [score: 5315.9033203125, median singleton score: 28.3232479095459, visited nodes (%): 99.33333587646484, solving time (ms): 9141.0, median approximation score: 0.0]
[   42] EDF [score: 3591.3515625, median singleton score: 22.695838928222656, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6666667759418488]
[   42] BNT [score: 5382.56005859375, median singleton score: 30.85041046142578, visited nodes (%): 100.0, solving time (ms): 206.0, median approximation score: 1.0]
[   42] CTS [score: 6559.79541015625, median singleton score: 41.097904205322266, visited nodes (%): 98.66667175292969, solving time (ms): 122.0, median approximation score: 1.0]
[   42] ANT-e [score: 5429.1669921875, median singleton score: 30.748401641845703, visited nodes (%): 99.33333587646484, solving time (ms): 386.0, median approximation score: 0.0]
[   43] EDF [score: 3379.242431640625, median singleton score: 21.10589599609375, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6614582538604736]
[   43] BNT [score: 5262.72509765625, median singleton score: 30.529970169067383, visited nodes (%): 100.0, solving time (ms): 193.0, median approximation score: 1.0]
[   43] CTS [score: 6393.330078125, median singleton score: 40.1712760925293, visited nodes (%): 100.0, solving time (ms): 101.0, median approximation score: 1.0]
[   43] ANT-e [score: 5295.5849609375, median singleton score: 31.582639694213867, visited nodes (%): 100.0, solving time (ms): 8404.0, median approximation score: 0.0]
[   44] EDF [score: 3609.298095703125, median singleton score: 23.423892974853516, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.6762423813343048]
[   44] BNT [score: 5532.787109375, median singleton score: 30.116544723510742, visited nodes (%): 100.0, solving time (ms): 194.0, median approximation score: 1.0]
[   44] CTS [score: 6585.2978515625, median singleton score: 44.14794158935547, visited nodes (%): 98.0, solving time (ms): 114.0, median approximation score: 1.0]
[   44] ANT-e [score: 5397.21435546875, median singleton score: 32.2620849609375, visited nodes (%): 97.33333587646484, solving time (ms): 8606.0, median approximation score: 0.0]
[   45] EDF [score: 3416.79345703125, median singleton score: 22.095958709716797, visited nodes (%): 99.33333587646484, solving time (ms): 4.0, median approximation score: 0.6568627059459686]
[   45] BNT [score: 5376.43212890625, median singleton score: 30.924800872802734, visited nodes (%): 99.33333587646484, solving time (ms): 197.0, median approximation score: 1.0]
